region,hotel_name,date,occupancy_rate,bookings,cancellations,revenue,stars
Djerba,Iberostar Mehari Djerba,2024-11-22,0.69,153,6,24480,4
Djerba,Vincci Helios Beach,2024-11-22,0.55,88,9,13552,4
Monastir,Hilton Skanes Monastir Beach,2024-11-22,0.81,125,8,27375,5
Monastir,One Resort Monastir,2024-11-22,0.73,84,9,9660,4
Monastir,Delphin El Habib,2024-11-22,0.49,158,11,16748,3
Tunis,Laico Tunis Hotel,2024-11-23,0.74,142,12,23146,4
Tunis,Hotel Africa Tunis,2024-11-23,0.55,178,6,23852,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-23,0.72,97,8,32204,5
Sousse,El Mouradi Palace,2024-11-23,0.72,112,12,16128,4
Sousse,Marhaba Beach Hotel,2024-11-23,0.61,57,6,9861,4
Sousse,Riadh Palms Resort,2024-11-23,0.6,54,5,8154,4
Hammamet,La Badira,2024-11-23,0.75,81,3,21060,5
Hammamet,Iberostar Averroes,2024-11-23,0.59,68,2,11560,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-23,0.69,129,14,40764,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-23,0.72,101,6,24947,5
Djerba,Iberostar Mehari Djerba,2024-11-23,0.71,122,8,15372,4
Djerba,Vincci Helios Beach,2024-11-23,0.56,129,13,21156,4
Monastir,Hilton Skanes Monastir Beach,2024-11-23,0.68,171,18,56259,5
Monastir,One Resort Monastir,2024-11-23,0.58,146,5,24966,4
Monastir,Delphin El Habib,2024-11-23,0.45,104,8,6344,3
Tunis,Laico Tunis Hotel,2024-11-24,0.59,45,3,4680,4
Tunis,Hotel Africa Tunis,2024-11-24,0.67,90,6,14400,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-24,0.76,48,2,9696,5
Sousse,El Mouradi Palace,2024-11-24,0.74,62,4,8990,4
Sousse,Marhaba Beach Hotel,2024-11-24,0.62,52,5,7644,4
Sousse,Riadh Palms Resort,2024-11-24,0.65,80,5,11680,4
Hammamet,La Badira,2024-11-24,0.79,63,3,17766,5
Hammamet,Iberostar Averroes,2024-11-24,0.65,145,12,20880,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-24,0.77,144,13,31536,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-24,0.69,54,5,11772,5
Djerba,Iberostar Mehari Djerba,2024-11-24,0.65,158,13,22910,4
Djerba,Vincci Helios Beach,2024-11-24,0.7,46,5,5980,4
Monastir,Hilton Skanes Monastir Beach,2024-11-24,0.79,165,10,48345,5
Monastir,One Resort Monastir,2024-11-24,0.7,138,10,24288,4
Monastir,Delphin El Habib,2024-11-24,0.47,46,5,4232,3
Tunis,Laico Tunis Hotel,2024-11-25,0.59,145,14,16385,4
Tunis,Hotel Africa Tunis,2024-11-25,0.66,63,4,6993,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-25,0.82,93,7,32457,5
Sousse,El Mouradi Palace,2024-11-25,0.59,90,4,11610,4
Sousse,Marhaba Beach Hotel,2024-11-25,0.62,194,20,31622,4
Sousse,Riadh Palms Resort,2024-11-25,0.57,162,16,20736,4
Hammamet,La Badira,2024-11-25,0.72,48,5,11808,5
Hammamet,Iberostar Averroes,2024-11-25,0.71,168,13,27720,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-25,0.72,85,5,22185,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-25,0.79,143,16,34892,5
Djerba,Iberostar Mehari Djerba,2024-11-25,0.71,189,6,21357,4
Djerba,Vincci Helios Beach,2024-11-25,0.74,117,9,20124,4
Monastir,Hilton Skanes Monastir Beach,2024-11-25,0.76,176,19,53328,5
Monastir,One Resort Monastir,2024-11-25,0.74,69,5,11454,4
Monastir,Delphin El Habib,2024-11-25,0.63,158,5,15168,3
Tunis,Laico Tunis Hotel,2024-11-26,0.69,76,6,10108,4
Tunis,Hotel Africa Tunis,2024-11-26,0.68,165,5,25410,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-26,0.84,76,6,14744,5
Sousse,El Mouradi Palace,2024-11-26,0.58,94,6,16638,4
Sousse,Marhaba Beach Hotel,2024-11-26,0.71,150,6,21150,4
Sousse,Riadh Palms Resort,2024-11-26,0.61,179,10,24165,4
Hammamet,La Badira,2024-11-26,0.84,76,7,23712,5
Hammamet,Iberostar Averroes,2024-11-26,0.63,189,20,32319,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-26,0.71,129,12,40764,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-26,0.69,90,3,22680,5
Djerba,Iberostar Mehari Djerba,2024-11-26,0.55,48,2,5760,4
Djerba,Vincci Helios Beach,2024-11-26,0.55,140,14,23520,4
Monastir,Hilton Skanes Monastir Beach,2024-11-26,0.84,189,13,62181,5
Monastir,One Resort Monastir,2024-11-26,0.76,164,8,28700,4
Monastir,Delphin El Habib,2024-11-26,0.55,62,4,6324,3
Tunis,Laico Tunis Hotel,2024-11-27,0.68,64,2,8960,4
Tunis,Hotel Africa Tunis,2024-11-27,0.71,59,6,10561,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-27,0.69,141,4,47799,5
Sousse,El Mouradi Palace,2024-11-27,0.62,65,5,11570,4
Sousse,Marhaba Beach Hotel,2024-11-27,0.64,94,7,10716,4
Sousse,Riadh Palms Resort,2024-11-27,0.68,185,9,21645,4
Hammamet,La Badira,2024-11-27,0.8,66,5,18150,5
Hammamet,Iberostar Averroes,2024-11-27,0.57,99,9,13464,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-27,0.79,187,18,49929,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-27,0.75,79,5,19039,5
Djerba,Iberostar Mehari Djerba,2024-11-27,0.58,78,7,8034,4
Djerba,Vincci Helios Beach,2024-11-27,0.61,145,10,25230,4
Monastir,Hilton Skanes Monastir Beach,2024-11-27,0.75,96,10,30240,5
Monastir,One Resort Monastir,2024-11-27,0.72,129,9,19479,4
Monastir,Delphin El Habib,2024-11-27,0.55,177,20,14160,3
Tunis,Laico Tunis Hotel,2024-11-28,0.66,139,5,22657,4
Tunis,Hotel Africa Tunis,2024-11-28,0.67,193,22,32231,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-28,0.71,153,14,49113,5
Sousse,El Mouradi Palace,2024-11-28,0.54,72,8,12456,4
Sousse,Marhaba Beach Hotel,2024-11-28,0.6,57,3,5814,4
Sousse,Riadh Palms Resort,2024-11-28,0.56,167,6,25384,4
Hammamet,La Badira,2024-11-28,0.76,157,9,35325,5
Hammamet,Iberostar Averroes,2024-11-28,0.72,126,8,16758,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-28,0.77,157,12,48984,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-28,0.81,156,10,34008,5
Djerba,Iberostar Mehari Djerba,2024-11-28,0.74,117,5,11817,4
Djerba,Vincci Helios Beach,2024-11-28,0.62,165,12,27720,4
Monastir,Hilton Skanes Monastir Beach,2024-11-28,0.83,183,13,40077,5
Monastir,One Resort Monastir,2024-11-28,0.62,162,16,25272,4
Monastir,Delphin El Habib,2024-11-28,0.46,151,10,10268,3
Tunis,Laico Tunis Hotel,2024-11-29,0.67,129,8,13287,4
Tunis,Hotel Africa Tunis,2024-11-29,0.62,97,9,14841,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-29,0.76,134,6,46766,5
Sousse,El Mouradi Palace,2024-11-29,0.66,155,9,22165,4
Sousse,Marhaba Beach Hotel,2024-11-29,0.66,168,18,26880,4
Sousse,Riadh Palms Resort,2024-11-29,0.55,114,4,14364,4
Hammamet,La Badira,2024-11-29,0.74,193,10,47478,5
Hammamet,Iberostar Averroes,2024-11-29,0.6,152,12,24472,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-29,0.82,99,3,20988,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-29,0.76,143,9,31460,5
Djerba,Iberostar Mehari Djerba,2024-11-29,0.69,94,8,15792,4
Djerba,Vincci Helios Beach,2024-11-29,0.76,65,2,11700,4
Monastir,Hilton Skanes Monastir Beach,2024-11-29,0.83,135,12,27540,5
Monastir,One Resort Monastir,2024-11-29,0.75,71,3,7952,4
Monastir,Delphin El Habib,2024-11-29,0.56,88,6,6864,3
Tunis,Laico Tunis Hotel,2024-11-30,0.65,167,15,25384,4
Tunis,Hotel Africa Tunis,2024-11-30,0.54,63,3,8190,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-11-30,0.71,82,7,28372,5
Sousse,El Mouradi Palace,2024-11-30,0.59,153,17,19125,4
Sousse,Marhaba Beach Hotel,2024-11-30,0.65,178,6,20648,4
Sousse,Riadh Palms Resort,2024-11-30,0.64,63,6,9198,4
Hammamet,La Badira,2024-11-30,0.74,113,6,31075,5
Hammamet,Iberostar Averroes,2024-11-30,0.65,156,4,16380,4
Hammamet,Hasdrubal Thalassa & Spa,2024-11-30,0.81,73,5,14892,5
Djerba,Radisson Blu Palace Resort Djerba,2024-11-30,0.72,54,1,15552,5
Djerba,Iberostar Mehari Djerba,2024-11-30,0.71,137,8,24112,4
Djerba,Vincci Helios Beach,2024-11-30,0.6,153,6,25551,4
Monastir,Hilton Skanes Monastir Beach,2024-11-30,0.78,62,3,17112,5
Monastir,One Resort Monastir,2024-11-30,0.59,96,8,15840,4
Monastir,Delphin El Habib,2024-11-30,0.65,187,10,17391,3
Tunis,Laico Tunis Hotel,2024-12-01,0.79,176,21,23936,4
Tunis,Hotel Africa Tunis,2024-12-01,0.86,205,13,24805,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-12-01,0.86,194,8,59364,5
Sousse,El Mouradi Palace,2024-12-01,0.75,114,10,18354,4
Sousse,Marhaba Beach Hotel,2024-12-01,0.88,110,8,11660,4
Sousse,Riadh Palms Resort,2024-12-01,0.67,144,9,20592,4
Hammamet,La Badira,2024-12-01,0.91,177,18,41595,5
Hammamet,Iberostar Averroes,2024-12-01,0.87,216,9,36072,4
Hammamet,Hasdrubal Thalassa & Spa,2024-12-01,0.93,161,14,38318,5
Djerba,Radisson Blu Palace Resort Djerba,2024-12-01,0.94,129,11,30573,5
Djerba,Iberostar Mehari Djerba,2024-12-01,0.82,134,8,14606,4
Djerba,Vincci Helios Beach,2024-12-01,0.82,221,19,37791,4
Monastir,Hilton Skanes Monastir Beach,2024-12-01,0.98,192,12,62976,5
Monastir,One Resort Monastir,2024-12-01,0.78,110,12,15620,4
Monastir,Delphin El Habib,2024-12-01,0.75,147,6,11025,3
Tunis,Laico Tunis Hotel,2024-12-02,0.72,132,14,23232,4
Tunis,Hotel Africa Tunis,2024-12-02,0.93,228,16,32148,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-12-02,0.92,185,13,44400,5
Sousse,El Mouradi Palace,2024-12-02,0.81,237,18,26070,4
Sousse,Marhaba Beach Hotel,2024-12-02,0.86,68,7,7480,4
Sousse,Riadh Palms Resort,2024-12-02,0.88,145,4,17835,4
Hammamet,La Badira,2024-12-02,0.87,240,26,47040,5
Hammamet,Iberostar Averroes,2024-12-02,0.8,151,17,20083,4
Hammamet,Hasdrubal Thalassa & Spa,2024-12-02,0.91,172,19,46956,5
Djerba,Radisson Blu Palace Resort Djerba,2024-12-02,0.94,110,7,32890,5
Djerba,Iberostar Mehari Djerba,2024-12-02,0.67,159,9,19398,4
Djerba,Vincci Helios Beach,2024-12-02,0.84,215,11,27950,4
Monastir,Hilton Skanes Monastir Beach,2024-12-02,0.98,171,7,45315,5
Monastir,One Resort Monastir,2024-12-02,0.72,97,6,16296,4
Monastir,Delphin El Habib,2024-12-02,0.82,71,3,6816,3
Tunis,Laico Tunis Hotel,2024-12-03,0.73,70,2,11200,4
Tunis,Hotel Africa Tunis,2024-12-03,0.75,214,12,24182,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-12-03,0.98,94,3,23688,5
Sousse,El Mouradi Palace,2024-12-03,0.92,224,16,32256,4
Sousse,Marhaba Beach Hotel,2024-12-03,0.78,170,9,30600,4
Sousse,Riadh Palms Resort,2024-12-03,0.74,211,22,33127,4
Hammamet,La Badira,2024-12-03,0.98,105,3,36540,5
Hammamet,Iberostar Averroes,2024-12-03,0.69,147,5,25137,4
Hammamet,Hasdrubal Thalassa & Spa,2024-12-03,0.98,105,5,21945,5
Djerba,Radisson Blu Palace Resort Djerba,2024-12-03,0.83,140,14,34440,5
Djerba,Iberostar Mehari Djerba,2024-12-03,0.84,156,17,28080,4
Djerba,Vincci Helios Beach,2024-12-03,0.93,66,2,11748,4
Monastir,Hilton Skanes Monastir Beach,2024-12-03,0.95,89,5,16999,5
Monastir,One Resort Monastir,2024-12-03,0.92,185,20,26085,4
Monastir,Delphin El Habib,2024-12-03,0.68,107,10,7597,3
Tunis,Laico Tunis Hotel,2024-12-04,0.88,237,15,28440,4
Tunis,Hotel Africa Tunis,2024-12-04,0.7,163,18,23146,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-12-04,0.98,107,9,29746,5
Sousse,El Mouradi Palace,2024-12-04,0.71,194,17,29100,4
Sousse,Marhaba Beach Hotel,2024-12-04,0.89,62,7,7254,4
Sousse,Riadh Palms Resort,2024-12-04,0.73,166,6,27390,4
Hammamet,La Badira,2024-12-04,0.85,130,5,37700,5
Hammamet,Iberostar Averroes,2024-12-04,0.67,198,13,20394,4
Hammamet,Hasdrubal Thalassa & Spa,2024-12-04,0.92,216,12,69120,5
Djerba,Radisson Blu Palace Resort Djerba,2024-12-04,0.88,212,23,50032,5
Djerba,Iberostar Mehari Djerba,2024-12-04,0.79,236,24,34220,4
Djerba,Vincci Helios Beach,2024-12-04,0.79,240,21,36960,4
Monastir,Hilton Skanes Monastir Beach,2024-12-04,0.88,215,7,53965,5
Monastir,One Resort Monastir,2024-12-04,0.91,180,10,21420,4
Monastir,Delphin El Habib,2024-12-04,0.58,147,16,11907,3
Tunis,Laico Tunis Hotel,2024-12-05,0.91,185,12,28305,4
Tunis,Hotel Africa Tunis,2024-12-05,0.83,222,21,23088,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-12-05,0.94,205,18,45715,5
Sousse,El Mouradi Palace,2024-12-05,0.72,190,13,31920,4
Sousse,Marhaba Beach Hotel,2024-12-05,0.85,160,11,18400,4
Sousse,Riadh Palms Resort,2024-12-05,0.82,61,5,10126,4
Hammamet,La Badira,2024-12-05,0.98,232,24,68672,5
Hammamet,Iberostar Averroes,2024-12-05,0.81,224,20,22400,4
Hammamet,Hasdrubal Thalassa & Spa,2024-12-05,0.98,118,4,37996,5
Djerba,Radisson Blu Palace Resort Djerba,2024-12-05,0.97,69,4,19803,5
Djerba,Iberostar Mehari Djerba,2024-12-05,0.93,55,6,8085,4
Djerba,Vincci Helios Beach,2024-12-05,0.83,214,24,29532,4
Monastir,Hilton Skanes Monastir Beach,2024-12-05,0.93,96,9,23616,5
Monastir,One Resort Monastir,2024-12-05,0.8,56,2,6440,4
Monastir,Delphin El Habib,2024-12-05,0.76,122,9,8784,3
Tunis,Laico Tunis Hotel,2024-12-06,0.77,156,17,21840,4
Tunis,Hotel Africa Tunis,2024-12-06,0.73,173,15,29756,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-12-06,0.85,136,5,37400,5
Sousse,El Mouradi Palace,2024-12-06,0.77,78,4,12636,4
Sousse,Marhaba Beach Hotel,2024-12-06,0.71,117,10,19188,4
Sousse,Riadh Palms Resort,2024-12-06,0.74,103,3,14420,4
Hammamet,La Badira,2024-12-06,0.83,236,27,59708,5
Hammamet,Iberostar Averroes,2024-12-06,0.76,217,14,25606,4
Hammamet,Hasdrubal Thalassa & Spa,2024-12-06,0.85,239,11,60945,5
Djerba,Radisson Blu Palace Resort Djerba,2024-12-06,0.94,70,3,18340,5
Djerba,Iberostar Mehari Djerba,2024-12-06,0.88,85,3,11050,4
Djerba,Vincci Helios Beach,2024-12-06,0.79,149,5,22797,4
Monastir,Hilton Skanes Monastir Beach,2024-12-06,0.98,145,8,37990,5
Monastir,One Resort Monastir,2024-12-06,0.89,128,4,17152,4
Monastir,Delphin El Habib,2024-12-06,0.74,178,12,15130,3
Tunis,Laico Tunis Hotel,2024-12-07,0.93,73,2,11826,4
Tunis,Hotel Africa Tunis,2024-12-07,0.7,158,18,15958,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-12-07,0.85,94,4,31020,5
Sousse,El Mouradi Palace,2024-12-07,0.77,167,5,17535,4
Sousse,Marhaba Beach Hotel,2024-12-07,0.78,223,17,34788,4
Sousse,Riadh Palms Resort,2024-12-07,0.76,213,13,32163,4
Hammamet,La Badira,2024-12-07,0.84,78,2,25506,5
Hammamet,Iberostar Averroes,2024-12-07,0.68,157,16,20253,4
Hammamet,Hasdrubal Thalassa & Spa,2024-12-07,0.98,135,12,41310,5
Djerba,Radisson Blu Palace Resort Djerba,2024-12-07,0.95,169,17,50869,5
Djerba,Iberostar Mehari Djerba,2024-12-07,0.87,125,5,17875,4
Djerba,Vincci Helios Beach,2024-12-07,0.85,139,11,18626,4
Monastir,Hilton Skanes Monastir Beach,2024-12-07,0.94,228,20,65208,5
Monastir,One Resort Monastir,2024-12-07,0.8,132,10,17952,4
Monastir,Delphin El Habib,2024-12-07,0.6,174,16,14094,3
Tunis,Laico Tunis Hotel,2024-12-08,0.9,234,25,36738,4
Tunis,Hotel Africa Tunis,2024-12-08,0.84,64,3,9088,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-12-08,0.95,127,14,27051,5
Sousse,El Mouradi Palace,2024-12-08,0.81,126,11,18144,4
Sousse,Marhaba Beach Hotel,2024-12-08,0.85,116,11,13804,4
Sousse,Riadh Palms Resort,2024-12-08,0.69,78,6,12714,4
Hammamet,La Badira,2024-12-08,0.91,165,14,33990,5
Hammamet,Iberostar Averroes,2024-12-08,0.78,173,16,23009,4
Hammamet,Hasdrubal Thalassa & Spa,2024-12-08,0.98,124,4,28520,5
Djerba,Radisson Blu Palace Resort Djerba,2024-12-08,0.98,239,18,63813,5
Djerba,Iberostar Mehari Djerba,2024-12-08,0.9,70,4,10570,4
Djerba,Vincci Helios Beach,2024-12-08,0.7,81,4,9882,4
Monastir,Hilton Skanes Monastir Beach,2024-12-08,0.94,150,13,44100,5
Monastir,One Resort Monastir,2024-12-08,0.82,75,5,11325,4
Monastir,Delphin El Habib,2024-12-08,0.72,107,3,9095,3
Tunis,Laico Tunis Hotel,2024-12-09,0.72,114,4,14136,4
Tunis,Hotel Africa Tunis,2024-12-09,0.74,183,9,26718,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-12-09,0.85,135,5,44955,5
Sousse,El Mouradi Palace,2024-12-09,0.72,191,12,23111,4
Sousse,Marhaba Beach Hotel,2024-12-09,0.81,192,13,33408,4
Sousse,Riadh Palms Resort,2024-12-09,0.82,188,13,18800,4
Hammamet,La Badira,2024-12-09,0.84,136,10,42568,5
Hammamet,Iberostar Averroes,2024-12-09,0.76,99,9,13860,4
Hammamet,Hasdrubal Thalassa & Spa,2024-12-09,0.9,97,7,27160,5
Djerba,Radisson Blu Palace Resort Djerba,2024-12-09,0.91,162,5,49572,5
Djerba,Iberostar Mehari Djerba,2024-12-09,0.86,133,5,21679,4
Djerba,Vincci Helios Beach,2024-12-09,0.84,201,8,32361,4
Monastir,Hilton Skanes Monastir Beach,2024-12-09,0.94,236,27,69856,5
Monastir,One Resort Monastir,2024-12-09,0.72,133,4,18886,4
Monastir,Delphin El Habib,2024-12-09,0.68,172,15,13416,3
Tunis,Laico Tunis Hotel,2024-12-10,0.86,88,6,9856,4
Tunis,Hotel Africa Tunis,2024-12-10,0.69,194,9,24832,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-12-10,0.91,177,16,54870,5
Sousse,El Mouradi Palace,2024-12-10,0.85,216,16,33480,4
Sousse,Marhaba Beach Hotel,2024-12-10,0.92,129,10,14190,4
Sousse,Riadh Palms Resort,2024-12-10,0.67,115,11,18170,4
Hammamet,La Badira,2024-12-10,0.97,135,12,37395,5
Hammamet,Iberostar Averroes,2024-12-10,0.75,116,4,16588,4
Hammamet,Hasdrubal Thalassa & Spa,2024-12-10,0.98,88,9,27984,5
Djerba,Radisson Blu Palace Resort Djerba,2024-12-10,0.98,104,4,31200,5
Djerba,Iberostar Mehari Djerba,2024-12-10,0.66,187,19,33473,4
Djerba,Vincci Helios Beach,2024-12-10,0.85,102,8,11832,4
Monastir,Hilton Skanes Monastir Beach,2024-12-10,0.9,206,15,65096,5
Monastir,One Resort Monastir,2024-12-10,0.84,157,18,19625,4
Monastir,Delphin El Habib,2024-12-10,0.8,205,16,17630,3
Tunis,Laico Tunis Hotel,2024-12-11,0.7,143,13,15015,4
Tunis,Hotel Africa Tunis,2024-12-11,0.68,63,4,11151,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-12-11,0.92,134,6,38458,5
Sousse,El Mouradi Palace,2024-12-11,0.9,129,7,14577,4
Sousse,Marhaba Beach Hotel,2024-12-11,0.81,152,17,24320,4
Sousse,Riadh Palms Resort,2024-12-11,0.73,61,4,10126,4
Hammamet,La Badira,2024-12-11,0.87,156,9,41964,5
Hammamet,Iberostar Averroes,2024-12-11,0.8,90,6,13860,4
Hammamet,Hasdrubal Thalassa & Spa,2024-12-11,0.93,108,10,24948,5
Djerba,Radisson Blu Palace Resort Djerba,2024-12-11,0.98,220,7,68200,5
Djerba,Iberostar Mehari Djerba,2024-12-11,0.76,194,19,23668,4
Djerba,Vincci Helios Beach,2024-12-11,0.73,213,17,37062,4
Monastir,Hilton Skanes Monastir Beach,2024-12-11,0.98,202,15,39390,5
Monastir,One Resort Monastir,2024-12-11,0.9,91,8,15379,4
Monastir,Delphin El Habib,2024-12-11,0.59,115,9,11500,3
Tunis,Laico Tunis Hotel,2024-12-12,0.74,114,11,12996,4
Tunis,Hotel Africa Tunis,2024-12-12,0.75,92,6,14352,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-12-12,0.87,92,10,30728,5
Sousse,El Mouradi Palace,2024-12-12,0.82,59,3,6549,4
Sousse,Marhaba Beach Hotel,2024-12-12,0.84,166,9,27888,4
Sousse,Riadh Palms Resort,2024-12-12,0.83,56,3,7336,4
Hammamet,La Badira,2024-12-12,0.91,143,14,48477,5
Hammamet,Iberostar Averroes,2024-12-12,0.85,96,3,16992,4
Hammamet,Hasdrubal Thalassa & Spa,2024-12-12,0.96,189,9,60858,5
Djerba,Radisson Blu Palace Resort Djerba,2024-12-12,0.85,226,8,76840,5
Djerba,Iberostar Mehari Djerba,2024-12-12,0.78,117,12,17667,4
Djerba,Vincci Helios Beach,2024-12-12,0.78,238,8,42840,4
Monastir,Hilton Skanes Monastir Beach,2024-12-12,0.98,166,16,52788,5
Monastir,One Resort Monastir,2024-12-12,0.68,198,9,34254,4
Monastir,Delphin El Habib,2024-12-12,0.6,97,9,9700,3
Tunis,Laico Tunis Hotel,2024-12-13,0.75,194,10,32786,4
Tunis,Hotel Africa Tunis,2024-12-13,0.82,90,8,10530,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-12-13,0.87,99,5,25245,5
Sousse,El Mouradi Palace,2024-12-13,0.8,155,9,21700,4
Sousse,Marhaba Beach Hotel,2024-12-13,0.88,183,17,25437,4
Sousse,Riadh Palms Resort,2024-12-13,0.71,184,11,20608,4
Hammamet,La Badira,2024-12-13,0.92,236,24,70564,5
Hammamet,Iberostar Averroes,2024-12-13,0.75,107,5,11877,4
Hammamet,Hasdrubal Thalassa & Spa,2024-12-13,0.95,103,9,20703,5
Djerba,Radisson Blu Palace Resort Djerba,2024-12-13,0.98,199,7,48158,5
Djerba,Iberostar Mehari Djerba,2024-12-13,0.7,94,10,12596,4
Djerba,Vincci Helios Beach,2024-12-13,0.91,94,10,11938,4
Monastir,Hilton Skanes Monastir Beach,2024-12-13,0.98,216,11,74088,5
Monastir,One Resort Monastir,2024-12-13,0.73,63,4,7308,4
Monastir,Delphin El Habib,2024-12-13,0.72,130,11,12740,3
Tunis,Laico Tunis Hotel,2024-12-14,0.72,199,16,31840,4
Tunis,Hotel Africa Tunis,2024-12-14,0.9,86,3,11352,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-12-14,0.98,77,8,22022,5
Sousse,El Mouradi Palace,2024-12-14,0.68,116,12,16472,4
Sousse,Marhaba Beach Hotel,2024-12-14,0.86,66,3,11748,4
Sousse,Riadh Palms Resort,2024-12-14,0.84,204,9,25092,4
Hammamet,La Badira,2024-12-14,0.86,223,22,68238,5
Hammamet,Iberostar Averroes,2024-12-14,0.87,184,11,27784,4
Hammamet,Hasdrubal Thalassa & Spa,2024-12-14,0.98,204,11,56508,5
Djerba,Radisson Blu Palace Resort Djerba,2024-12-14,0.98,162,15,49896,5
Djerba,Iberostar Mehari Djerba,2024-12-14,0.71,172,13,29928,4
Djerba,Vincci Helios Beach,2024-12-14,0.88,242,9,42834,4
Monastir,Hilton Skanes Monastir Beach,2024-12-14,0.87,57,4,11115,5
Monastir,One Resort Monastir,2024-12-14,0.74,162,10,23814,4
Monastir,Delphin El Habib,2024-12-14,0.64,176,16,15136,3
Tunis,Laico Tunis Hotel,2024-12-15,0.91,166,11,21580,4
Tunis,Hotel Africa Tunis,2024-12-15,0.74,57,4,10032,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-12-15,0.98,176,7,44528,5
Sousse,El Mouradi Palace,2024-12-15,0.68,136,13,18360,4
Sousse,Marhaba Beach Hotel,2024-12-15,0.69,94,3,15698,4
Sousse,Riadh Palms Resort,2024-12-15,0.68,115,10,14030,4
Hammamet,La Badira,2024-12-15,0.98,72,6,12960,5
Hammamet,Iberostar Averroes,2024-12-15,0.73,227,19,33596,4
Hammamet,Hasdrubal Thalassa & Spa,2024-12-15,0.85,216,13,44280,5
Djerba,Radisson Blu Palace Resort Djerba,2024-12-15,0.98,70,6,15680,5
Djerba,Iberostar Mehari Djerba,2024-12-15,0.76,188,18,31772,4
Djerba,Vincci Helios Beach,2024-12-15,0.73,231,18,27489,4
Monastir,Hilton Skanes Monastir Beach,2024-12-15,0.94,224,23,62272,5
Monastir,One Resort Monastir,2024-12-15,0.88,195,9,25740,4
Monastir,Delphin El Habib,2024-12-15,0.64,86,4,6106,3
Tunis,Laico Tunis Hotel,2024-12-16,0.79,92,2,11224,4
Tunis,Hotel Africa Tunis,2024-12-16,0.86,92,6,13524,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-12-16,0.88,215,15,71810,5
Sousse,El Mouradi Palace,2024-12-16,0.9,206,9,24102,4
Sousse,Marhaba Beach Hotel,2024-12-16,0.76,69,4,10902,4
Sousse,Riadh Palms Resort,2024-12-16,0.92,211,22,22577,4
Hammamet,La Badira,2024-12-16,0.88,167,8,47929,5
Hammamet,Iberostar Averroes,2024-12-16,0.84,63,3,10458,4
Hammamet,Hasdrubal Thalassa & Spa,2024-12-16,0.9,189,20,46494,5
Djerba,Radisson Blu Palace Resort Djerba,2024-12-16,0.98,132,9,39732,5
Djerba,Iberostar Mehari Djerba,2024-12-16,0.9,169,12,18252,4
Djerba,Vincci Helios Beach,2024-12-16,0.77,114,7,14934,4
Monastir,Hilton Skanes Monastir Beach,2024-12-16,0.95,112,5,21952,5
Monastir,One Resort Monastir,2024-12-16,0.73,224,23,27776,4
Monastir,Delphin El Habib,2024-12-16,0.73,149,9,10132,3
Tunis,Laico Tunis Hotel,2024-12-17,0.79,168,6,18648,4
Tunis,Hotel Africa Tunis,2024-12-17,0.89,150,7,26400,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-12-17,0.98,214,12,50718,5
Sousse,El Mouradi Palace,2024-12-17,0.81,71,5,7171,4
Sousse,Marhaba Beach Hotel,2024-12-17,0.8,128,3,16896,4
Sousse,Riadh Palms Resort,2024-12-17,0.92,113,10,12543,4
